34,839,195
34,841,879
34,623,019
34,339,575
34,112,623
33,930,716
33,747,131
33,474,376
33,218,901
32,962,848
32,797,353
32,568,262
32,310,987
32,088,663
31,829,764
31,593,957
31,411,552
31,128,938
30,954,883
30,743,287
30,494,609
30,284,666
30,049,400
29,811,880
29,576,957
29,349,651
29,113,642
28,891,504
28,661,858
28,473,993
28,232,776
28,006,164
27,759,891
27,524,628
27,323,666
27,115,322
26,825,997
26,624,594
26,404,624
26,173,538
25,914,156
25,690,187
25,478,127
25,265,181
25,026,630
24,778,779
24,561,738
24,334,736
23,884,598
23,595,950
23,340,175
23,143,419
22,939,261
22,681,766
22,485,167
22,206,349
21,997,791
21,758,562
21,562,933
21,313,631
21,081,032
20,865,226
20,642,919
20,408,353
20,169,361
19,944,846
19,713,514
19,494,939
19,266,899
19,022,257
18,810,580
18,556,927
18,352,862
18,126,294
17,807,894
17,534,777
17,292,343
17,058,438
16,822,776
16,595,400
16,346,675
16,098,070
15,871,701
15,596,203
15,331,297
15,065,233
14,733,423
14,351,942
13,910,751
13,624,639
12,915,003
12,162,416
11,195,743
10,389,940
8,602,814
7,858,090
6,185,827
5,089,193
2,981,443
867,553
376,040
