4,939,975
4,968,324
4,902,322
4,894,573
4,869,159
4,843,589
4,905,664
4,805,516
4,814,583
4,720,853
4,743,218
4,706,123
4,680,318
4,649,816
4,621,689
4,583,818
4,582,767
4,523,569
4,483,931
4,449,781
4,436,858
4,417,134
4,378,934
4,325,323
4,305,787
4,281,137
4,271,370
4,225,002
4,214,390
4,179,561
4,111,074
4,109,261
4,080,915
4,031,529
3,999,236
3,985,069
3,949,956
3,919,368
3,887,356
3,870,057
3,843,620
3,810,215
3,801,555
3,761,323
3,704,452
3,708,055
3,648,333
3,626,674
3,400,901
3,291,332
3,300,027
3,230,219
3,217,772
3,204,980
3,172,637
3,162,653
3,122,087
3,104,639
3,072,616
3,059,789
3,002,940
2,999,220
2,951,261
2,916,233
2,890,959
2,857,293
2,834,270
2,811,837
2,781,611
2,744,257
2,720,880
2,691,750
2,681,832
2,634,087
2,506,987
2,443,852
2,414,217
2,398,918
2,361,249
2,335,743
2,307,700
2,280,581
2,253,830
2,231,648
2,204,050
2,171,638
2,155,842
2,061,749
2,024,372
1,995,729
1,967,005
1,940,518
1,911,593
1,884,245
1,826,785
1,797,210
1,766,934
1,716,087
1,660,396
1,446,373
373,233
